GO.ID	Term	Annotated	Significant	Expected	Fisher	fdr
GO:0044042	glucan metabolic process	5	0	0.02	1.000	1
GO:0044085	cellular component biogenesis	76	0	0.24	1.000	1
GO:0044106	cellular amine metabolic process	8	0	0.02	1.000	1
GO:0044248	cellular catabolic process	129	0	0.4	1.000	1
GO:0044249	cellular biosynthetic process	265	0	0.82	1.000	1
GO:0044255	cellular lipid metabolic process	118	0	0.37	1.000	1
GO:0044257	cellular protein catabolic process	80	0	0.25	1.000	1
GO:0044260	cellular macromolecule metabolic process	315	0	0.98	1.000	1
GO:0044262	cellular carbohydrate metabolic process	16	0	0.05	1.000	1
GO:0044264	cellular polysaccharide metabolic proces...	5	0	0.02	1.000	1
GO:0044265	cellular macromolecule catabolic process	109	0	0.34	1.000	1
GO:0044267	cellular protein metabolic process	218	0	0.68	1.000	1
GO:0044270	cellular nitrogen compound catabolic pro...	30	0	0.09	1.000	1
GO:0044271	cellular nitrogen compound biosynthetic ...	126	0	0.39	1.000	1
GO:0044272	sulfur compound biosynthetic process	4	0	0.01	1.000	1
GO:0044273	sulfur compound catabolic process	3	0	0.01	1.000	1
GO:0044281	small molecule metabolic process	189	0	0.59	1.000	1
GO:0044283	small molecule biosynthetic process	60	0	0.19	1.000	1
GO:0044419	biological process involved in interspec...	3	0	0.01	1.000	1
GO:0044706	multi-multicellular organism process	11	0	0.03	1.000	1
GO:0044728	DNA methylation or demethylation	4	0	0.01	1.000	1
GO:0044770	cell cycle phase transition	7	0	0.02	1.000	1
GO:0044772	mitotic cell cycle phase transition	4	0	0.01	1.000	1
GO:0044784	metaphase/anaphase transition of cell cy...	4	0	0.01	1.000	1
GO:0045017	glycerolipid biosynthetic process	17	0	0.05	1.000	1
GO:0045047	protein targeting to ER	10	0	0.03	1.000	1
GO:0045184	establishment of protein localization	77	0	0.24	1.000	1
GO:0045185	maintenance of protein location	9	0	0.03	1.000	1
GO:0045229	external encapsulating structure organiz...	13	0	0.04	1.000	1
GO:0045333	cellular respiration	12	0	0.04	1.000	1
GO:0045454	cell redox homeostasis	9	0	0.03	1.000	1
GO:0045786	negative regulation of cell cycle	7	0	0.02	1.000	1
GO:0045839	negative regulation of mitotic nuclear d...	4	0	0.01	1.000	1
GO:0045841	negative regulation of mitotic metaphase...	4	0	0.01	1.000	1
GO:0045859	regulation of protein kinase activity	8	0	0.02	1.000	1
GO:0045930	negative regulation of mitotic cell cycl...	4	0	0.01	1.000	1
GO:0046034	ATP metabolic process	15	0	0.05	1.000	1
GO:0046148	pigment biosynthetic process	9	0	0.03	1.000	1
GO:0046165	alcohol biosynthetic process	3	0	0.01	1.000	1
GO:0046219	indolalkylamine biosynthetic process	7	0	0.02	1.000	1
GO:0046390	ribose phosphate biosynthetic process	16	0	0.05	1.000	1
GO:0046394	carboxylic acid biosynthetic process	48	0	0.15	1.000	1
GO:0046467	membrane lipid biosynthetic process	12	0	0.04	1.000	1
GO:0046474	glycerophospholipid biosynthetic process	17	0	0.05	1.000	1
GO:0046486	glycerolipid metabolic process	33	0	0.1	1.000	1
GO:0046488	phosphatidylinositol metabolic process	31	0	0.1	1.000	1
GO:0046700	heterocycle catabolic process	30	0	0.09	1.000	1
GO:0046839	phospholipid dephosphorylation	12	0	0.04	1.000	1
GO:0046854	phosphatidylinositol phosphate biosynthe...	8	0	0.02	1.000	1
GO:0046856	phosphatidylinositol dephosphorylation	12	0	0.04	1.000	1
GO:0046903	secretion	8	0	0.02	1.000	1
GO:0046907	intracellular transport	98	0	0.3	1.000	1
GO:0046942	carboxylic acid transport	19	0	0.06	1.000	1
GO:0048193	Golgi vesicle transport	10	0	0.03	1.000	1
GO:0048199	vesicle targeting, to, from or within Go...	4	0	0.01	1.000	1
GO:0048207	vesicle targeting, rough ER to cis-Golgi	4	0	0.01	1.000	1
GO:0048208	COPII vesicle coating	4	0	0.01	1.000	1
GO:0048278	vesicle docking	8	0	0.02	1.000	1
GO:0048285	organelle fission	8	0	0.02	1.000	1
GO:0048518	positive regulation of biological proces...	3	0	0.01	1.000	1
GO:0048519	negative regulation of biological proces...	40	0	0.12	1.000	1
GO:0048522	positive regulation of cellular process	3	0	0.01	1.000	1
GO:0048523	negative regulation of cellular process	8	0	0.02	1.000	1
GO:0048544	recognition of pollen	11	0	0.03	1.000	1
GO:0048583	regulation of response to stimulus	6	0	0.02	1.000	1
GO:0048856	anatomical structure development	17	0	0.05	1.000	1
GO:0048878	chemical homeostasis	13	0	0.04	1.000	1
GO:0050789	regulation of biological process	209	0	0.65	1.000	1
GO:0050790	regulation of catalytic activity	9	0	0.03	1.000	1
GO:0050794	regulation of cellular process	174	0	0.54	1.000	1
GO:0050801	ion homeostasis	7	0	0.02	1.000	1
GO:0050826	response to freezing	3	0	0.01	1.000	1
GO:0050896	response to stimulus	426	0	1.32	1.000	1
GO:0051128	regulation of cellular component organiz...	5	0	0.02	1.000	1
GO:0051129	negative regulation of cellular componen...	4	0	0.01	1.000	1
GO:0051171	regulation of nitrogen compound metaboli...	62	0	0.19	1.000	1
GO:0051174	regulation of phosphorus metabolic proce...	9	0	0.03	1.000	1
GO:0051179	localization	594	0	1.84	1.000	1
GO:0051189	prosthetic group metabolic process	4	0	0.01	1.000	1
GO:0051205	protein insertion into membrane	3	0	0.01	1.000	1
GO:0051225	spindle assembly	7	0	0.02	1.000	1
GO:0051234	establishment of localization	585	0	1.81	1.000	1
GO:0051235	maintenance of location	9	0	0.03	1.000	1
GO:0051246	regulation of protein metabolic process	9	0	0.03	1.000	1
GO:0051252	regulation of RNA metabolic process	51	0	0.16	1.000	1
GO:0051276	chromosome organization	14	0	0.04	1.000	1
GO:0051301	cell division	7	0	0.02	1.000	1
GO:0051304	chromosome separation	4	0	0.01	1.000	1
GO:0051306	mitotic sister chromatid separation	4	0	0.01	1.000	1
GO:0051338	regulation of transferase activity	9	0	0.03	1.000	1
GO:0051603	proteolysis involved in cellular protein...	80	0	0.25	1.000	1
GO:0051604	protein maturation	6	0	0.02	1.000	1
GO:0051640	organelle localization	13	0	0.04	1.000	1
GO:0051641	cellular localization	116	0	0.36	1.000	1
GO:0051648	vesicle localization	4	0	0.01	1.000	1
GO:0051649	establishment of localization in cell	98	0	0.3	1.000	1
GO:0051650	establishment of vesicle localization	4	0	0.01	1.000	1
GO:0051651	maintenance of location in cell	9	0	0.03	1.000	1
GO:0051656	establishment of organelle localization	5	0	0.02	1.000	1
GO:0051668	localization within membrane	13	0	0.04	1.000	1
GO:0051707	response to other organism	3	0	0.01	1.000	1
GO:0051716	cellular response to stimulus	140	0	0.43	1.000	1
GO:0051726	regulation of cell cycle	17	0	0.05	1.000	1
GO:0051783	regulation of nuclear division	4	0	0.01	1.000	1
GO:0051784	negative regulation of nuclear division	4	0	0.01	1.000	1
GO:0051983	regulation of chromosome segregation	4	0	0.01	1.000	1
GO:0051985	negative regulation of chromosome segreg...	4	0	0.01	1.000	1
GO:0055082	cellular chemical homeostasis	13	0	0.04	1.000	1
GO:0055085	transmembrane transport	215	0	0.67	1.000	1
GO:0055086	nucleobase-containing small molecule met...	29	0	0.09	1.000	1
GO:0060255	regulation of macromolecule metabolic pr...	94	0	0.29	1.000	1
GO:0061024	membrane organization	7	0	0.02	1.000	1
GO:0061919	process utilizing autophagic mechanism	13	0	0.04	1.000	1
GO:0065003	protein-containing complex assembly	21	0	0.07	1.000	1
GO:0065007	biological regulation	223	0	0.69	1.000	1
GO:0065008	regulation of biological quality	23	0	0.07	1.000	1
GO:0065009	regulation of molecular function	9	0	0.03	1.000	1
GO:0070085	glycosylation	36	0	0.11	1.000	1
GO:0070481	nuclear-transcribed mRNA catabolic proce...	3	0	0.01	1.000	1
GO:0070646	protein modification by small protein re...	10	0	0.03	1.000	1
GO:0070647	protein modification by small protein co...	10	0	0.03	1.000	1
GO:0070726	cell wall assembly	13	0	0.04	1.000	1
GO:0070727	cellular macromolecule localization	73	0	0.23	1.000	1
GO:0070925	organelle assembly	17	0	0.05	1.000	1
GO:0070972	protein localization to endoplasmic reti...	19	0	0.06	1.000	1
GO:0071173	spindle assembly checkpoint signaling	4	0	0.01	1.000	1
GO:0071174	mitotic spindle checkpoint signaling	4	0	0.01	1.000	1
GO:0071554	cell wall organization or biogenesis	16	0	0.05	1.000	1
GO:0071555	cell wall organization	13	0	0.04	1.000	1
GO:0071668	plant-type cell wall assembly	13	0	0.04	1.000	1
GO:0071669	plant-type cell wall organization or bio...	13	0	0.04	1.000	1
GO:0071702	organic substance transport	188	0	0.58	1.000	1
GO:0071705	nitrogen compound transport	119	0	0.37	1.000	1
GO:0071826	ribonucleoprotein complex subunit organi...	8	0	0.02	1.000	1
GO:0071840	cellular component organization or bioge...	130	0	0.4	1.000	1
GO:0071900	regulation of protein serine/threonine k...	8	0	0.02	1.000	1
GO:0072330	monocarboxylic acid biosynthetic process	31	0	0.1	1.000	1
GO:0072521	purine-containing compound metabolic pro...	23	0	0.07	1.000	1
GO:0072522	purine-containing compound biosynthetic ...	16	0	0.05	1.000	1
GO:0072593	reactive oxygen species metabolic proces...	3	0	0.01	1.000	1
GO:0072594	establishment of protein localization to...	13	0	0.04	1.000	1
GO:0072595	maintenance of protein localization in o...	9	0	0.03	1.000	1
GO:0072599	establishment of protein localization to...	10	0	0.03	1.000	1
GO:0072657	protein localization to membrane	13	0	0.04	1.000	1
GO:0080090	regulation of primary metabolic process	62	0	0.19	1.000	1
GO:0090114	COPII-coated vesicle budding	4	0	0.01	1.000	1
GO:0090150	establishment of protein localization to...	13	0	0.04	1.000	1
GO:0090407	organophosphate biosynthetic process	42	0	0.13	1.000	1
GO:0090529	cell septum assembly	6	0	0.02	1.000	1
GO:0097659	nucleic acid-templated transcription	86	0	0.27	1.000	1
GO:0098542	defense response to other organism	3	0	0.01	1.000	1
GO:0098813	nuclear chromosome segregation	5	0	0.02	1.000	1
GO:0140014	mitotic nuclear division	5	0	0.02	1.000	1
GO:0140029	exocytic process	8	0	0.02	1.000	1
GO:0140056	organelle localization by membrane tethe...	8	0	0.02	1.000	1
GO:0140352	export from cell	8	0	0.02	1.000	1
GO:0140694	non-membrane-bounded organelle assembly	10	0	0.03	1.000	1
GO:1901135	carbohydrate derivative metabolic proces...	83	0	0.26	1.000	1
GO:1901136	carbohydrate derivative catabolic proces...	3	0	0.01	1.000	1
GO:1901137	carbohydrate derivative biosynthetic pro...	66	0	0.2	1.000	1
GO:1901293	nucleoside phosphate biosynthetic proces...	16	0	0.05	1.000	1
GO:1901361	organic cyclic compound catabolic proces...	30	0	0.09	1.000	1
GO:1901362	organic cyclic compound biosynthetic pro...	129	0	0.4	1.000	1
GO:1901565	organonitrogen compound catabolic proces...	88	0	0.27	1.000	1
GO:1901566	organonitrogen compound biosynthetic pro...	100	0	0.31	1.000	1
GO:1901576	organic substance biosynthetic process	281	0	0.87	1.000	1
GO:1901605	alpha-amino acid metabolic process	13	0	0.04	1.000	1
GO:1901607	alpha-amino acid biosynthetic process	10	0	0.03	1.000	1
GO:1901615	organic hydroxy compound metabolic proce...	5	0	0.02	1.000	1
GO:1901617	organic hydroxy compound biosynthetic pr...	3	0	0.01	1.000	1
GO:1901657	glycosyl compound metabolic process	6	0	0.02	1.000	1
GO:1901658	glycosyl compound catabolic process	3	0	0.01	1.000	1
GO:1901661	quinone metabolic process	4	0	0.01	1.000	1
GO:1901663	quinone biosynthetic process	4	0	0.01	1.000	1
GO:1901700	response to oxygen-containing compound	8	0	0.02	1.000	1
GO:1901987	regulation of cell cycle phase transitio...	7	0	0.02	1.000	1
GO:1901988	negative regulation of cell cycle phase ...	7	0	0.02	1.000	1
GO:1901990	regulation of mitotic cell cycle phase t...	4	0	0.01	1.000	1
GO:1901991	negative regulation of mitotic cell cycl...	4	0	0.01	1.000	1
GO:1902099	regulation of metaphase/anaphase transit...	4	0	0.01	1.000	1
GO:1902100	negative regulation of metaphase/anaphas...	4	0	0.01	1.000	1
GO:1903047	mitotic cell cycle process	5	0	0.02	1.000	1
GO:1903506	regulation of nucleic acid-templated tra...	51	0	0.16	1.000	1
GO:1903509	liposaccharide metabolic process	16	0	0.05	1.000	1
GO:1903825	organic acid transmembrane transport	38	0	0.12	1.000	1
GO:1904029	regulation of cyclin-dependent protein k...	8	0	0.02	1.000	1
GO:1905037	autophagosome organization	7	0	0.02	1.000	1
GO:1905039	carboxylic acid transmembrane transport	38	0	0.12	1.000	1
GO:1905818	regulation of chromosome separation	4	0	0.01	1.000	1
GO:1905819	negative regulation of chromosome separa...	4	0	0.01	1.000	1
GO:2000816	negative regulation of mitotic sister ch...	4	0	0.01	1.000	1
GO:2001141	regulation of RNA biosynthetic process	51	0	0.16	1.000	1
GO:2001251	negative regulation of chromosome organi...	4	0	0.01	1.000	1
